CompNameCommon,Address,PostalCode,Province,City,Contact,Email,PhoneMain,CompWCBNumber,PermanentlyClosedFlag,CompNameAlias,CompNameLegal,HasActiveHCP,AddressText
A & E Manufacturing Jewellers Ltd,283 Portage Ave Suite 714,R3B 2B5,MB,Winnipeg,,,,0726232,,,,FALSE,283 Portage Ave Suite 714
A & E Triantafillou,,R9A 1M2,MB,The Pas,,,,0718726,,,,FALSE,
A & F Baillargeon Express,979 Gana,L5S 1N9,ON,Mississauga,,,,0865006,,,,FALSE,979 Gana
A & F Plumbing and Heating,Group 14 RR 1C,R3C 2E4,MB,Winnipeg,,,,0684050,,,,FALSE,Group 14 RR 1C
A & G Homes Ltd.,,,MB,,,,,,,,,FALSE,
A & G Tanks and Services Ltd,,R0A 0W0,MB,La Broquerie,,,,0735753,,,,FALSE,
A & H Bolt And Nut Company Ltd,1624 Howard Ave,N9A 6K7,ON,Windsor,,,,0963686,,,,FALSE,1624 Howard Ave
A & H Express Lines Ltd,344 Dawson Road N,R2J 0S7,MB,Winnipeg,,,,0385161,,,,FALSE,344 Dawson Road N
A & H Glass Service Ltd.,,R0A 2A0,MB,Steinbach,,,,0646927,,,,FALSE,
A & H Petroleum Services Ltd,1160 Sanford St,R3E 2Z9,MB,Winnipeg,Tom Adair,,788-1692,0582783,,,,FALSE,1160 Sanford St
A & H Roofing,A Dugald Road Suite 1325,,MB,Winnipeg,Albert Thomas,,232-6279,,,,,FALSE,A Dugald Road Suite 1325
A & I Construction,129 7th St,R0M 1X0,MB,Reston,Aaron Smith,,877-3401,,,,,FALSE,129 7th St
A & I Inspection Services Ltd,54 Cowansview Road,N1R 7N3,ON,Cambridge,,,,1016997,,,,FALSE,54 Cowansview Road
A & I Products Canada - A Division of John Deere,432 Railway St S,R0G 0B0,MB,Altona,David Stoesz,dstoesz@alproducts.com,204-324-8621 ext 2366,1532704,,Loewen Manufacturing,A & I Products Canada - A Division of John Deere,FALSE,432 Railway St S
A & J Meat Processors Ltd,,R0L 0C0,MB,Benito,,,,0857482,,,,FALSE,
A & J Mechanical,,,MB,,,andrew@a-jmechanical.com,204-612-5982,,,,,FALSE,
A & J Pump Service,1539 13th St,R7A 4S7,MB,Brandon,,,728-2514,,,,,FALSE,1539 13th St
A & J Salvage And Auto Wrecking,,R9A 1L5,MB,The Pas,,,,0161786,,,,FALSE,
A & J Transport Services Ltd,1557 Brookside Blvd Suite 11,R2R 1V6,MB,Winnipeg,,,,0765883,,,,FALSE,1557 Brookside Blvd Suite 11
A & J Welding,,R1M 3C5,MB,Portage La Prairie,,,,0161786,,,,FALSE,
A & K Millwork Ltd,1675 Inkster Blvd,R2X 2W7,MB,Winnipeg,Andy Kralejivc,,633-0211,0623124,,,,FALSE,1675 Inkster Blvd
A & K Renovations,,R5H 1R2,MB,Ste Anne,"Will Froese, Owner",info@AKrenovations.ca,782-1938,,,,,FALSE,
A & L Concrete,160 Charing Cross Cres,R2N 1P6,MB,Winnipeg,Richard R Kisil; Adam Kisil,mkisil@shaw.ca,799-2235,1159623,,,A & L Concrete Services,FALSE,160 Charing Cross Cres
A & L Construction Inc,,R0A 0Y0,MB,Lorette,Mr. Laurent Deurbrock,,255-9388; cel: 981-0609,1319938,,,,FALSE,
A & L Drive Inn Restaurant,,R0G 2S0,MB,Swan Lake,,,,0996736,,,,FALSE,
A & L Get Active,201 Rosser Ave,R7A 0J8,MB,Brandon,Colleen Wirch,algatactive.com,204-727-5817,0861286,,,2425590 Manitoba Ltd,FALSE,201 Rosser Ave
A & L Sawchuk Enterprises Ltd,General Delivery,R0L 1P0,MB,Roblin,,,,1028505,,,,FALSE,General Delivery
A & M Appliance Sales Ltd,2179 Portage Ave,R3J 0L7,MB,Winnipeg,,,,1138817,,,2990211 Manitoba Ltd,FALSE,2179 Portage Ave
A & M Klassen,,,MB,,,,,,,,,FALSE,
A & M Potato Growers Ltd.,,,MB,,,,,,,,,FALSE,
A & M Welding Ltd,,R9A 1M1,MB,The Pas,,,,0808246,,,,FALSE,
A & N Electric,1090 McDermot Ave Suite Unit A,R3E 3S6,MB,Winnipeg,Arsenio Vieria or Nelson Garcia,,772-2636,1439629,,,,FALSE,1090 McDermot Ave Suite Unit A
A & O Support Services for Older Adults Inc,280 Smith St Suite 2 200,R3C 1K2,MB,Winnipeg,"Nico Velthuys, Manager",admin@ageopportunity.mb.ca,956-6440,0578294,,,,FALSE,280 Smith St Suite 2 200
A & P Janitorial Services,,R1N 3B7,MB,Portage La Prairie,,,,1062454,,,,FALSE,
A & P Trucking Ltd,,S0E 0Y0,SK,Hudson Bay,,,,0886184,,,,FALSE,
A & R Carpet Barn Sales,50 Archibald Ave,R2J 0V8,MB,Winnipeg,,,,0898742,,,,FALSE,50 Archibald Ave
A & R Concrete Pumping Ltd,259 Gunn Road,R2C 2Z2,MB,Winnipeg,Randy Draward,dean@arpumping.com,204-222-3720,0968446,,,,FALSE,259 Gunn Road
A & R Overwater Enterprises,20 Riverbend Way,R4K 1A9,MB,Cartier,Albert Overwater,,864-2526,1055201,,,,FALSE,20 Riverbend Way
A & S Homes,990 Lorimer Blvd Suite 101,R3P 0Z9,MB,Winnipeg,Vince Bueti,vince.bueti@ashomes.mb.ca,204-256-0863,1344555,,"A & S Construction Ltd,A & S Builders",A and S Construction Ltd.,FALSE,990 Lorimer Blvd Suite 101
A & T Basements,474 Stalker Bay,R2G 0C8,MB,Winnipeg,Tillman Unrau,tillunrau@hotmail.com,227.8774,,,,,FALSE,474 Stalker Bay
A & T Builders,,R5G 1R5,MB,Steinbach,Ernie Nickel,nickeln@mts.net,346-2261,,,,,FALSE,
A & T Concrete,1285 Fraser Road,R2N 4L9,MB,Winnipeg,David Teixeira,david09@mts.net,,,,,,FALSE,1285 Fraser Road
A & T Concrete/Interlock Inc.,1285 Fraser Road,R2N 4L9,MB,Winnipeg,David Teixeira,david09@mts.net,,,,,Flatwork Company Ltd.,FALSE,1285 Fraser Road
A & T Interlock,149 Marine Drive,R2N 0C9,MB,Winnipeg,Dave Textera,,997-9387,,,,,FALSE,149 Marine Drive
A & T Sales And Construction Ltd,,R0G 2X0,MB,Winkler,,,,0970673,,,,FALSE,
A & V Loggers,,R0C 1E0,MB,Grand Rapids,,,,1019736,,,,FALSE,
A & W Enterprise,,,MB,,,,,,,,,FALSE,
A & W Equipment Ltd,575 Herbert Ave,R2L 1E7,MB,Winnipeg,,,,0858688,,,,FALSE,575 Herbert Ave
A & W Food Services of Canada Ltd,920 Main St,R6W 4A7,MB,Winkler,Steve Hollins (owner),aw3293@mts.net,cel: 332-0274,,,,HMCS Winkler Ltd,FALSE,920 Main St
A & W Food Services of Canada Ltd,171 West Esplande Suite 300,V7M 3K9,MB,Vancouver,,,,1197243,,,2886627 Manitoba Ltd,FALSE,171 West Esplande Suite 300
A & W Restaurant,238 Main St,R1A 1S2,MB,Selkirk,,,204-482-5417,,,,,FALSE,238 Main St
A & W Restaurant - Polo Park - Harbro Inc,1485 Portage Ave Suite FC1,R3G 0W4,MB,Winnipeg,David Harrison,DavidHarrison@shaw.ca,775-2370 cel. 227-8344,1242072,,,Harbro Inc,FALSE,1485 Portage Ave Suite FC1
A & Z Floor Upholstery Inc,54 Home St,R3G 1W6,MB,Winnipeg,,,,0801662,,,,FALSE,54 Home St
A 1 Design Electric Ltd,47 Houde Drive,R3V 1C4,MB,Winnipeg,,,,968180,,,,FALSE,47 Houde Drive
A 1 Homes Ltd,,R3K 2E7,MB,Winnipeg,,,,0786756,,,,FALSE,
A 1 Intercity Heating Ltd,62 Lake Grove,R3T 4N8,MB,Winnipeg,,,,0984732,,,,FALSE,62 Lake Grove
A 1 Moving and Storage Ltd,601 Bowman Ave Suite 11,R2K 1P7,MB,Winnipeg,,,668-6560,674986,,,,FALSE,601 Bowman Ave Suite 11
A 1 Nails,2195 Pembina Hwy Suite 5,R3T 5S9,MB,Winnipeg,,,269-6245,,,,A 1 Nails Pampers (Pembina) Ltd,FALSE,2195 Pembina Hwy Suite 5
A 1 Nutrition Unlimited,1857 Portage Ave,R3J 0G6,MB,Winnipeg,,,,9910020,,,,FALSE,1857 Portage Ave
A 1 Renovating Ltd,,R0C 2Z0,MB,Stonewall,Mr. Terry Pomansk or Rocky Wallacki,,467-5304 cell: 479-6159 or 664-2013,0887869,,,A 1 Renovating Ltd,FALSE,
A 1 Sports Ventures Ltd,560 Pembina Hwy,R3M 2M5,MB,Winnipeg,,,,0836544,,,,FALSE,560 Pembina Hwy
A 1 Steel Erectors Ltd,,R0G 1J0,MB,Morden,,,,0668459,,,,FALSE,
A 1 Tire And Battery Ltd,1123 Notre Dame Ave,R3E 0N4,MB,Winnipeg,,,,0962076,,,,FALSE,1123 Notre Dame Ave
A 1 Towing,,R0E 1C0,MB,Libau,,,,0827931,,,,FALSE,
A 1 Welding Services Ltd,393 Dawson Road,R2J 0S8,MB,Winnipeg,,,,0725564,,,,FALSE,393 Dawson Road
A A A Fencing Co,1104 Kildare Ave E,R2C 5B1,MB,Winnipeg,,,,1093269,,,,FALSE,1104 Kildare Ave E
A A A Poulin's The Exterminators,24 Marion St,R2H 0S9,MB,Winnipeg,,,,0223156,,A-AAron Pest Control,N L Poulin Ltd,FALSE,24 Marion St
A A Arborg Auto Used Parts,,R0C 0A0,MB,Arborg,,,,1107622,,,,FALSE,
A A Bestway Sewer and Drain Service Ltd,177 Eagle Drive,R2R 1V4,MB,Winnipeg,,,,0699926,,,,FALSE,177 Eagle Drive
A A C Moving And Transfer Company Ltd,867 St Gabriel Ave,R3V 1E9,MB,Winnipeg,,,,0975250,,,,FALSE,867 St Gabriel Ave
A A Cleanline Sewer & Drain,1201 Grassmere Road Suite 17,R2V 4G8,MB,West St Paul,Jeff Peel  229-6210,jhpeel@mts.net,897-0777,1312222,,Jefflen Enterprises,,FALSE,1201 Grassmere Road Suite 17
A A Wiebe Automotive Ltd,1249 B Gateway Ave,R2G 1G5,MB,Winnipeg,,,,0951640,,,,FALSE,1249 B Gateway Ave
A Able Underground Ltd,,R2C 2Z2,MB,Winnipeg,,,224-1782,9910563,,,,FALSE,
A B & S Erectors Ltd,2300 Oakmoor Drive SW Suite 74,T2V 4N7,AB,Calgary,,,,1059492,,,,FALSE,2300 Oakmoor Drive SW Suite 74
A B Boyce Jewellers Ltd,,R8A 1N1,MB,Flin Flon,,,,0161786,,,,FALSE,
A B Dick Company Of Canada Ltd,94 Brockport Drive,M9W 5C5,ON,Rexdale,,,,0486027,,,,FALSE,94 Brockport Drive
A B I Bioventures Inc,1150 A Waverly St,R3T 0P4,MB,Winnipeg,,,,0161786,,,,FALSE,1150 A Waverly St
A B M Concrete Ltd,,R1A 2B3,MB,Selkirk,Sean Worden (Controller),,669-5666,1093731,,,,FALSE,
A B P Aluminium Building Products Inc,8148 46th St NW,T6B 2M8,AB,Edmonton,,,,0977736,,,,FALSE,8148 46th St NW
A B S Warehouse Ltd,1252 Border St,R3H 0M6,MB,Winnipeg,,,,0928226,,,,FALSE,1252 Border St
A Balcaen and Sons 1977 Ltd,Group 202 RR 2,R1A 2A7,MB,Selkirk,,,,0724229,,,,FALSE,Group 202 RR 2
A Brousseau & Fils Ltd,406 Commerciale Ouest,G0C 1K0,PQ,Chandler,GuY Brousseau,,(418)689-2368,9997579,,,,FALSE,406 Commerciale Ouest
A C & S Contracting Ltd,120 North Lime St,17603,PA,Lancaster,,,,0392241,,,,FALSE,120 North Lime St
A C E Courier Service,418 Mcdermot Ave,R3A 0A9,MB,Winnipeg,,,,0871095,,,,FALSE,418 Mcdermot Ave
A C E Foods Ltd,970 St Mary Road,R2M 3R9,MB,Winnipeg,,,,0946236,,,,FALSE,970 St Mary Road
A C L Contracting Company Ltd,700 Moray St,R3J 3T1,MB,Winnipeg,,,,0752113,,,,FALSE,700 Moray St
A C R Enterprises,310 Mclean,R1A 0T9,MB,Selkirk,,,,,,,,FALSE,310 Mclean
A C S Coatings (1993) Inc,1686 Dublin Ave,R3H 1A8,MB,Winnipeg,"Olliver, General Manager",,633-4755,2747210,,,10036859 Manitoba Ltd.,FALSE,1686 Dublin Ave
A C Weber Enterprises Ltd,163 Woodhaven Blvd,R3J 3K4,MB,Winnipeg,,,831-8305,0860080,,A Weber Construction,,FALSE,163 Woodhaven Blvd
A Carpet Tree Inc,782 Ellice Ave,R3G 0B8,MB,Winnipeg,,,,0696989,,,,FALSE,782 Ellice Ave
A Castellano Plastering and Stucco Ltd,615 Bonner Ave,R2G 2J8,MB,Winnipeg,,,667-1881,0634402,,,,FALSE,615 Bonner Ave
A Clark Roofing & Siding Ltd,407 Turenne Road,R2J 0S5,MB,Winnipeg,Gordon W Green; Ranyd Desjarlais,ggreen@aclark.ca; rdesjarlais,777-6232,,,,,FALSE,407 Turenne Road
A Clement Farms Ltd,,R0G 1K0,MB,Morris,,,,0869016,,,,FALSE,
A D C Camera Originals Inc,90 Market Ave Suite 3,R3B 0P3,MB,Winnipeg,,,,0816793,,,,FALSE,90 Market Ave Suite 3
A D Comtronics and Engineering Ltd,582 Strathcona St,R3G 3E7,MB,Winnipeg,,,,1074822,,,,FALSE,582 Strathcona St
A D Hanslip Excavating & Demolition Ltd,739 Lockport Road,R1Y 3J2,MB,Lockport,Allan Hanslip,,1-204-791-3095,1284264,,,,FALSE,739 Lockport Road
A D I Corporation,1377 Border St Suite #5,R3H 0N1,MB,Winnipeg,Brian Ander,,474-1078,,,,,FALSE,1377 Border St Suite #5
A D S Security and Electronics Ltd,,R3J 0H4,MB,Winnipeg,,,,1075977,,,,FALSE,
A D Stanish Plastering Ltd,2135 Logan Ave,R2R 0J1,MB,Winnipeg,Allan Stanish,adstanish@hotmail.com,237.3185,829911,,,,FALSE,2135 Logan Ave
A D T Security Services Canada Inc,303 Balmoral St,R3C 4A8,ON,Winnipeg,Robert Ruediger,,949-1404/833-2300 front desk,0012245,,,,FALSE,303 Balmoral St
A D Underground Ltd,1780 Henderson Hwy Suite 111 111,R2G 3T6,MB,Winnipeg,,,334-5476,,,,,FALSE,1780 Henderson Hwy Suite 111 111
A Drain Doctor Ltd.,,,MB,,,,,,,,,FALSE,
A Drapery Showcase Ltd,895 Century St,R3H 0M3,MB,Winnipeg,,,,0881870,,,,FALSE,895 Century St
A E B Engineering Group,115 Bannatyne Ave E Suite 203,R3B 0R3,MB,Winnipeg,,,,0785600,,,,FALSE,115 Bannatyne Ave E Suite 203
A E Crundwell and Associates Ltd,834 Ellice Ave Suite 201,R3G 0C2,MB,Winnipeg,,,,0819441,,,,FALSE,834 Ellice Ave Suite 201
A E Engine Parts Ltd,1117 Empress St,R3E 3H1,MB,Winnipeg,,,,0480426,,,,FALSE,1117 Empress St
A E L Microtel Ltd,7018 Lougheed Hwy,V5A 1W3,BC,Burnaby,,,,0455808,,,,FALSE,7018 Lougheed Hwy
A E Lepage Ltd,,R3C 2Y3,MB,Winnipeg,,,,0789321,,,,FALSE,
A E S Hospitality Management Inc,,R0C 3B0,MB,Teulon,,,,1045061,,,,FALSE,
A E S Manufacturing Inc,,R0C 3B0,MB,Teulon,,,,1059393,,,,FALSE,
A E S Signs Ltd,752 Selkirk Ave,R2W 2N6,MB,Winnipeg,,,,1004456,,,,FALSE,752 Selkirk Ave
A F A Forest Products Ltd,2950 Millar Ave,S7K 5X7,SK,Saskatoon,,,,1034727,,,,FALSE,2950 Millar Ave
A F Trucking Ltd,,R2C 2Z9,MB,Winnipeg,,,,0988683,,,,FALSE,
A Fab,,S0A 3L0,SK,Rocanville,Bernard Simard,,306-645-2180,,,,,FALSE,
A Forsythe Coal Ltd,,R1N 3B2,MB,Portage La Prairie,,,,0268433,,,,FALSE,
A Fresh Look,,,MB,,,,,,,,,FALSE,
A Fresh Look Painting and Decorating,930 Borebank St,R3N 1G6,MB,Winnipeg,Nametullah Emre,emre@mymts.net,204-333-2174,1413079,,,5217318 Manitoba Ltd.,FALSE,930 Borebank St
A G Odessa Construction Ltd,771 Renfrew St,R3N 1K3,MB,Winnipeg,,,,0933150,,,,FALSE,771 Renfrew St
A G R Boring Company Ltd,2698 Saskatchewan Ave,R3K 1W5,MB,Winnipeg,,,,0686246,,,,FALSE,2698 Saskatchewan Ave
A G Smith Flooring,94 Leila Ave,R2V 1L2,MB,Winnipeg,,,,7003866,,,,FALSE,94 Leila Ave
A G's Italian Succo & Home,47 Whiteshell Ave,R2C 2R7,MB,Winnipeg,,,669-6713,1410273,,,,FALSE,47 Whiteshell Ave
A H Computer Systems Ltd,2621 Portage Ave Suite 107,R3J 0P7,MB,Winnipeg,,,,1035740,,,,FALSE,2621 Portage Ave Suite 107
A H Plumbing and Renovations,570 Castle Ave,R2L 1C3,MB,Winnipeg,Adam Huot - Owner,plumbers77@yahoo.com,204-291-1666,1722016,,,,FALSE,570 Castle Ave
A H S Testing and Balancing Ltd,,R2C 2Z3,MB,Winnipeg,,,,1062140,,,,FALSE,
A Hoffman Masonry Ltd,15 Sorrel Lane,R2E 0E4,MB,Winnipeg,,,,0640821,,,,FALSE,15 Sorrel Lane
A Hope Construction,854 Marion St Suite 1,R2J 0K4,MB,Winnipeg,Tony Tavolino,ahope@mts.net,654-2944,,,,,FALSE,854 Marion St Suite 1
A Howden Construction Ltd,222 Stechishin Cres,S7K 5P7,SK,Saskatoon,,,,1035351,,,,FALSE,222 Stechishin Cres
A I S Automotive and Industrial Supplies,665 Archibald St,R2J 0X9,MB,Winnipeg,,,,0835421,,,,FALSE,665 Archibald St
A J Bonnett & Bros,406 Confederation Life Bldg,,MB,Winnipeg,,,,0007575,,,,FALSE,406 Confederation Life Bldg
A J E Renovations Ltd,277 Hampton St,R3J 1P5,MB,Winnipeg,,,,1023381,,,,FALSE,277 Hampton St
A J Excavating,270 Strood Ave,R2G 1A7,MB,Winnipeg,Mr Jurgen Meier,ajmeier@mts.net,792.9449,,,,,FALSE,270 Strood Ave
A J Falk Plastering,711 Ashburn St,,MB,Winnipeg,,,,0272781,,,,FALSE,711 Ashburn St
A J Hendriks Construction Ltd,8711 A 50th St Suite 210 210,T6B 1E7,AB,Edmonton,,,(780) 465-0795,9910580,,,,FALSE,8711 A 50th St Suite 210 210
A J M Technologies Ltd,63 Moore Ave,R2M 2C3,MB,Winnipeg,,,,1066182,,,,FALSE,63 Moore Ave
A J P Engineering,468 Academy Road,R3N 0C7,MB,Winnipeg,Arthur Pankratz,,488-6674,,,,,FALSE,468 Academy Road
A J's Maintenance & Supply Ltd.,,,MB,,,,,,,,,FALSE,
A J's Photo Finishing & Studio Ltd,315 10th St,R7A 4E9,MB,Brandon,,,,0955716,,,,FALSE,315 10th St
A J's Restaurant,174 Minnewawa St,R0E 1A0,MB,Lac Du Bonnet,204-354-6454,,,,,,,FALSE,174 Minnewawa St
A K Sheet Metal Ltd,66 Matheson Ave,R2W 0B9,MB,Winnipeg,,,,1084011,,,,FALSE,66 Matheson Ave
A Kullman Plastering,290 Foxgrove Ave,R2E 0A2,MB,Winnipeg,,,,0238410,,,,FALSE,290 Foxgrove Ave
A L E Farms Ltd,,R0M 1Y0,MB,St Lazare,,,,0844993,,,,FALSE,
A L Group,570 Centennial St,R6W 4A5,MB,Winkler,,,325-4753,,,,,FALSE,570 Centennial St
A La Mode Fashions Inc,,R0C 2Z0,MB,Stonewall,,,,0779892,,,,FALSE,
A La Page Inc,131 Provencher Blvd,R2H 0G2,MB,Winnipeg,,,,0978452,,,,FALSE,131 Provencher Blvd
A Leader Building,301D,,MB,,,,,,,,,FALSE,301D
A Little Pizza Heaven,120 Osborne St Suite 2,R3L 1Y5,MB,Winnipeg,Matt Stephenson; Owner,alittlepizzaheaven@shaw.ca,777-5255,1491018,,Pizza Wayne Corporation,,FALSE,120 Osborne St Suite 2
A Litz Construction Ltd,1087 Thomas Ave,R2L 2C1,MB,Winnipeg,,,,0383042,,,,FALSE,1087 Thomas Ave
A M A Glass & Trim Ltd,38 Mahonee Drive,R2G 3S2,MB,Winnipeg,,,,0868448,,,,FALSE,38 Mahonee Drive
A M International Inc,348 Saulteaux Cres,R3J 3T2,MB,Winnipeg,,,,0350082,,,,FALSE,348 Saulteaux Cres
A M J A Farms Ltd,,R0K 2H0,MB,Wellwood,,,,0505925,,,,FALSE,
A M J Campbell Van Lines,6 Stevenson Road,R3H 0H8,MB,Winnipeg,,,,1107036,,,5074411 Manitoba Ltd.,FALSE,6 Stevenson Road
A M Masonry Ltd,74 Sand Point Bay,R3W 1K4,MB,Winnipeg,Andy Funk,,222-7844,0628404,,,,FALSE,74 Sand Point Bay
A Mask,96 Main St E,R0H 0H0,MB,Elie,Stuart R Arnott,,353-2999,,,,,FALSE,96 Main St E
A Mauring Electric Ltd,2567 Pembina Hwy,R3T 2H5,MB,Winnipeg,,,,0505040,,,,FALSE,2567 Pembina Hwy
A McFarlane & Associates,176 Waverley St,R3M 3L2,MB,Winnipeg,Art McFarlane,,931-2865,,,,,FALSE,176 Waverley St
A Miracle Sanitation Supply Co Inc,,,MB,,,,,1381755,,,,FALSE,
A Moriaux Construction,SE3-24-13 RM of Alonsa near village of Eddystone,R0L 1S0,MB,Ste Rose Du Lac,Andre Moriaux,,204-448-2686,,,,,FALSE,SE3-24-13 RM of Alonsa near village of Eddystone
A Morris Welding,86 Abraham Bay,R2P 1G1,MB,Winnipeg,,,,1109636,,,,FALSE,86 Abraham Bay
A One Randhawa Roofing,,,MB,,,,,,,,,FALSE,
A P Green Refractories,234 Rosemount Ave,M9N 3C4,ON,Weston,,,,0198713,,,,FALSE,234 Rosemount Ave
A P H Mechanical Service Ltd,1741 Main St,R2V 1Z8,MB,Winnipeg,Dave Dunsmore,,788-4499,1436328,,,,FALSE,1741 Main St
A P H Mechanical Services Ltd,,,MB,,,,204-788-4497,,,,,FALSE,
A P Monuments,,,MB,,,,,,,,,FALSE,
A P Monuments,61 Patrick Road,R9A 1M3,MB,The Pas,Armand Pitre,,623-5916; cell 627-9156,,,,,FALSE,61 Patrick Road
A Paperwork Pro Inc,453 Pembina Hwy,R3M 2K9,MB,Winnipeg,Sandra Finkel,,489-0826,9635061,,,,FALSE,453 Pembina Hwy
A Pet Lover's Warehouse Ltd.,2324 Park Ave,R7B 0S2,MB,Brandon,,,,1098359,,,,FALSE,2324 Park Ave
A Plus Auto Ltd,374 Henry Ave,R3A 1P3,MB,Winnipeg,Nigel Essau,,957-5088,1479773,,,Nigel Essau,FALSE,374 Henry Ave
A Plus Construction,397 Parkway Blvd,R8A 0K5,MB,Flin Flon,Al Sproxton,,687-4838,1279652,,,,FALSE,397 Parkway Blvd
A Plus Restaurant Equipment & Supplies Ltd,334 McDermot Ave,,MB,Winnipeg,Malika Samaroo-Salaam,,783-7587,1359827,,,,FALSE,334 McDermot Ave
A Plus Steel Inc,,,MB,,,,,,,,,FALSE,
A Post Aluminum Fabricators,601 Bowman Ave Suite 5,R2K 1P7,MB,Winnipeg,Walter Schroeder,,663-8800,1218361,,,Postel Holding Ltd,FALSE,601 Bowman Ave Suite 5
A R A Automotive Accessories,666 Erin St,R3G 2V9,MB,Winnipeg,,,,0161786,,,,FALSE,666 Erin St
A R Electric,126 Tranquil,R3T 5E1,MB,Winnipeg,,,,1002203,,,,FALSE,126 Tranquil
A R K Earthworks Inc,,,MB,,,,,1671528,,,,FALSE,
A R M Masonry Construction Ltd,160 Wyatt Road,R2X 2X6,MB,Winnipeg,,,,0577254,,,,FALSE,160 Wyatt Road
A R Mcdiarmid Ltd,7th Princess Ave,,MB,Brandon,,,,0013136,,,,FALSE,7th Princess Ave
A R N E M Dry Clearners ($1.99 Club Cleaners),1615 Regent Ave W Suite 460,R2C 5C8,MB,Winnipeg,"Mr. Chris Todosichuk, Owner",ctodosichuk@arnemcleaners.com,668-9774; 992-7636,1440908,,,4320620 Manitoba Ltd,FALSE,1615 Regent Ave W Suite 460
A R Williams Material Handling Ltd,1650 Notre Dame Ave Suite Unit 7,R3H 0Y7,MB,Winnipeg,,,233.1611,1418468,,,A. R. Williams Material Handling Ltd,FALSE,1650 Notre Dame Ave Suite Unit 7
A Regier Construction Ltd,,R2C 2Z2,MB,Winnipeg,,,,0754747,,,,FALSE,
A Ruthforth's Custom,,R0C 0W0,MB,Eriksdale,,,,1030543,,,,FALSE,
A S L Distribution Services Ltd,44 Omand's Creek Blvd,R2R 1V7,MB,Winnipeg,,,,0815647,,,,FALSE,44 Omand's Creek Blvd
A S L Paving Ltd,1840 Ontario Ave,S7K 1T4,SK,Saskatoon,,,,0835652,,,,FALSE,1840 Ontario Ave
A Sarna Roofing Inc,270 Transport Road,R2C 2Z2,MB,Winnipeg,"Randy Desjarlais, Supervisor",psarna@sarnaroofing.com,222-7663,1083880,,,,FALSE,270 Transport Road
A Sector Two Janitorial,1629 Notre Dame Ave Suite 5,R3E 0R3,MB,Winnipeg,,,,7007156,,,,FALSE,1629 Notre Dame Ave Suite 5
A Simoes Construction Company Ltd,,R3C 3A3,MB,Winnipeg,,,,0594879,,,,FALSE,
A Solid Foundation Specialists,891 Grosvenor Ave Suite A,R3M 0M5,MB,Winnipeg,,,284.8977,,,,,FALSE,891 Grosvenor Ave Suite A
A Step Above Renovation,1032 Logan Ave,R3E 1P5,MB,Winnipeg,Peter Dragvik,pdragvik@asarenovations.com,204.779.4040,,,,,FALSE,1032 Logan Ave
A Super Roofing Inc,,,MB,,,,,,,,,FALSE,
A Sure-Clad Construction Inc,,,MB,,,,,1549633,,,,FALSE,
A T & T Canada Inc,3650 Victoria Park Ave,M2H 3P7,ON,Willowdale,,,,1066752,,,,FALSE,3650 Victoria Park Ave
A T C,21 West Fernwood Ave,,MB,Winnipeg,Arni Thomasson,arnit@mts.net,781-9464,,,,,FALSE,21 West Fernwood Ave
A T O Z,,,MB,,,,,,,,,FALSE,
A T S Traffic,1123 Notre Dame Ave,R3E 0N4,MB,Winnipeg,,,,,,,,FALSE,1123 Notre Dame Ave
A Taste Of Texas Inc,460 Greenwood Place,R3G 2P3,MB,Winnipeg,,,,1074483,,,,FALSE,460 Greenwood Place
A Team Framing,,,MB,,,,,,,,,FALSE,
A Team Framing,,,MB,,Viktor Penner,viktor_penner@live.com,204-381-1841,,,,,FALSE,
A to Z Digging and Demolition Ltd.,,,MB,,Dalvir Singh,atozdigging@gmail.com,204-979-4796,2650935,,,,FALSE,
A to Z Digging and Demolition Ltd.,,,MB,,,,,2650935,,,,FALSE,
A to Z Signs,531 Donald Road,R1A 3K4,MB,Lockport,Chris Gordon (Owner),,204-918-2375,,,,,FALSE,531 Donald Road
A V Carlson Construction,14904 123rd Ave,T5V 1B4,AB,Edmonton,,,,0542514,,,,FALSE,14904 123rd Ave
A V Electronics,222 Saskatchewan Ave Suite 1,R1N 3G8,MB,Portage La Prairie,"Randy Crook, Owner",,239-4020,,,,,FALSE,222 Saskatchewan Ave Suite 1
A V Motors Ltd,875 Campbell St,R3N 1C8,MB,Winnipeg,,,,0860601,,,,FALSE,875 Campbell St
A V W Contracting,448 Carpathia Road Suite 5,R3N 1Y5,MB,Winnipeg,,,,0935387,,,,FALSE,448 Carpathia Road Suite 5
A W D Specialists,5 Scurfield Blvd Suite 26,,MB,Winnipeg,,kelsey@awdspecialists.com,275-2897,,,,,FALSE,5 Scurfield Blvd Suite 26
A W Doomernik General Contractors,198 Cheriton Ave,R2G 0E3,MB,Winnipeg,Walter Doomernik,,,9593038,,,,FALSE,198 Cheriton Ave
A W Friedman General Contracting Ltd,72 C Marion St,R2H 0T1,MB,Winnipeg,,,,0922104,,,,FALSE,72 C Marion St
A W Medwid Electric,,R0C 0A0,MB,Arborg,,,,0717322,,,,FALSE,
A Wilson Autobody Ltd.,7Th Ave N,R0M 2C0,MB,Virden,Alan Wilson,a.wilsonautobody@rfnow.com,748-6262; 748-3599,1613793,,A Wilson AWA Auto-Body,,FALSE,7Th Ave N
